city,lat,lng,country,population
Key West,24.5636,-81.7768,United States,35140
Bell Ville,-32.6,-62.68,Argentina,35105
Korsakov,46.6424,142.7775,Russia,35091
Jacarezinho,-23.1599,-49.98,Brazil,35090
La Porte,29.669,-95.0483,United States,35086
La Asuncion,11.0333,-63.8833,Venezuela,35084
Inver Grove Heights,44.8246,-93.0596,United States,35077
La Vergne,36.021,-86.5574,United States,35071
Samut Songkhram,13.413,100.001,Thailand,35065
El Mirage,33.5906,-112.3271,United States,35043
Watertown,42.37,-71.1775,United States,35025
Kalmar,56.667,16.3666,Sweden,35024
Mayda Shahr,34.45,68.8,Afghanistan,35008
Woodburn,45.1477,-122.8585,United States,35007
Taibao,23.45,120.3333,Taiwan,35000
Upper Arlington,40.0271,-83.0703,United States,34997
Merrillville,41.4728,-87.3197,United States,34994
Farmers Branch,32.9272,-96.8804,United States,34988
Timmins,48.4666,-81.3333,Canada,34974
Kamsar,10.6854,-14.605,Guinea,34973
Gahanna,40.0251,-82.8638,United States,34956
Itapecuru Mirim,-3.4,-44.36,Brazil,34943
Olgiy,48.9337,89.95,Mongolia,34934
Opobo,4.5704,7.56,Nigeria,34911
Hilliard,40.0348,-83.1547,United States,34905
Lockport,43.1698,-78.6956,United States,34859
West Fargo,46.8565,-96.9048,United States,34858
Pleasant Hill,37.954,-122.0759,United States,34853
Sinop,42.023,35.153,Turkey,34834
Viborg,56.4333,9.4,Denmark,34831
Monroe,35.0062,-80.5593,United States,34818
Januaria,-15.48,-44.37,Brazil,34811
Aqsay,51.1714,53.0349,Kazakhstan,34799
Lauderdale Lakes,26.1683,-80.2017,United States,34790
Rovaniemi,66.5,25.7159,Finland,34781
Viacha,-16.65,-68.3,Bolivia,34776
Brunswick,41.2464,-81.8198,United States,34756
Bezhetsk,57.7647,36.69,Russia,34736
Auburn,38.8948,-121.0778,United States,34734
Nueve de Julio,-35.446,-60.89,Argentina,34718
Stow,41.1765,-81.4344,United States,34711
University City,38.6657,-90.3315,United States,34706
Adjumani,3.3614,31.8097,Uganda,34700
Oak Harbor,48.2965,-122.6331,United States,34689
Vestavia Hills,33.4516,-86.7443,United States,34688
Beverly Hills,34.0786,-118.4021,United States,34687
Russellville,35.2761,-93.1385,United States,34684
Port-De-Paix,19.9318,-72.8295,Haiti,34657
Osorio,-29.88,-50.27,Brazil,34628
Galesburg,40.9506,-90.3763,United States,34620
Prince Albert,53.2,-105.75,Canada,34609
Chacabuco,-34.65,-60.49,Argentina,34587
Oswego,41.6832,-88.3382,United States,34571
Leawood,38.9076,-94.6258,United States,34565
Satun,6.6167,100.0667,Thailand,34544
Granbury,32.448,-97.7681,United States,34544
Bridgeton,39.4284,-75.2284,United States,34536
Grass Valley,39.2236,-121.0549,United States,34508
Merauke,-8.4932,140.4018,Indonesia,34412
Braganca,41.808,-6.755,Portugal,34375
Bouar,5.95,15.6,Central African Republic,34372
Norristown,40.1224,-75.3399,United States,34370
Goba,7.01,39.97,Ethiopia,34369
Kondopoga,62.2087,34.2887,Russia,34360
Waxahachie,32.4035,-96.8428,United States,34345
Sanford,35.4822,-79.1773,United States,34339
San Dimas,34.1082,-117.8089,United States,34338
Staraya Russa,57.9948,31.3544,Russia,34303
Gisborne,-38.6633,178.0181,New Zealand,34300
Babati,-4.2195,35.75,Tanzania,34291
Cottonwood Heights,40.6137,-111.8144,United States,34285
Sibut,5.7338,19.0833,Central African Republic,34267
Businga,3.3404,20.87,Congo (Kinshasa),34247
Riviera Beach,26.7814,-80.0741,United States,34244
Karonga,-9.9329,33.9333,Malawi,34207
Foster City,37.5553,-122.2659,United States,34175
Szekszard,46.344,18.713,Hungary,34174
Glendale Heights,41.9196,-88.0784,United States,34145
Morrinhos,-17.73,-49.11,Brazil,34143
Slavgorod,53.0049,78.6696,Russia,34141
Martinsville,36.6827,-79.8636,United States,34132
Coroata,-4.1296,-44.15,Brazil,34129
Ahuachapan,13.919,-89.845,El Salvador,34102
Bodo,67.2468,14.399,Norway,34073
Owando,-0.4796,15.92,Congo (Brazzaville),34070
Kearney,40.7008,-99.0839,United States,34065
Aosta,45.737,7.315,Italy,34062
Englewood,39.6469,-104.9942,United States,34050
Biharamulo,-2.6296,31.31,Tanzania,34038
Durazno,-33.41,-56.51,Uruguay,34037
Dana Point,33.4733,-117.6969,United States,34012
Salisbury,35.6658,-80.4911,United States,34001
Hwange,-18.37,26.5,Zimbabwe,33989
Chester,39.8456,-75.3718,United States,33988
Puerto Berrio,6.4804,-74.42,Colombia,33983
Tuquerres,1.09,-77.6199,Colombia,33979
Vibo Valentia,38.6666,16.1,Italy,33957
Kakata,6.526,-10.349,Liberia,33945
Ocotal,13.63,-86.473,Nicaragua,33928
Sonoma,38.2902,-122.4598,United States,33923
Fada Ngourma,12.055,0.361,Burkina Faso,33910
Menlo Park,37.4689,-122.1662,United States,33888
Verkhniy Ufaley,56.0663,60.2313,Russia,33879
Zaozernyy,55.962,94.7028,Russia,33865
Schaffhausen,47.706,8.633,Switzerland,33863
Nagua,19.376,-69.847,Dominican Republic,33862
Luuq,3.8005,42.55,Somalia,33820
Rostov,57.1892,39.4043,Russia,33803
Franklin,41.1101,-74.5886,United States,33799
Deer Park,29.6897,-95.1151,United States,33782
Fairborn,39.8031,-84.0141,United States,33780
Arcata,40.862,-124.0754,United States,33757
Saint George's,12.0526,-61.7416,Grenada,33734
Long Beach,40.5887,-73.666,United States,33717
Kennesaw,34.0261,-84.6177,United States,33627
Laramie,41.3095,-105.6097,United States,33587
Victoria,-4.6166,55.45,Seychelles,33576
Sicuani,-14.2896,-71.23,Peru,33575
Jacmel,18.235,-72.537,Haiti,33563
Shepparton,-36.3746,145.3914,Australia,33550
Clermont,28.5403,-81.7296,United States,33549
Dyatkovo,53.5891,34.3392,Russia,33527
Prachuap Khiri Khan,11.803,99.8,Thailand,33521
Castelo Branco,39.811,-7.488,Portugal,33479
Woodridge,41.7372,-88.041,United States,33476
Fair Lawn,40.9358,-74.1177,United States,33453
Cananea,30.9904,-110.3,Mexico,33433
Campbell River,50.0171,-125.25,Canada,33430
Northbrook,42.1292,-87.8352,United States,33421
Newark,39.6777,-75.7573,United States,33398
Adelanto,34.5868,-117.4411,United States,33391
Choybalsan,48.0666,114.506,Mongolia,33376
Segezha,63.7548,34.3243,Russia,33354
La Oroya,-11.52,-75.94,Peru,33345
Lebowakgomo,-24.1996,29.5,South Africa,33308
University Place,47.2146,-122.5461,United States,33288
Sumbe,-11.21,13.85,Angola,33277
Socorro,31.6385,-106.26,United States,33277
Fairmont,39.4768,-80.149,United States,33265
Mount Juliet,36.2004,-86.5122,United States,33263
Holly Springs,35.6544,-78.8392,United States,33260
Douglasville,33.7382,-84.7071,United States,33252
Atamyrat,37.8248,65.1997,Turkmenistan,33242
Velikiy Ustyug,60.7687,46.2987,Russia,33237
Kampong Spoe,11.452,104.519,Cambodia,33231
Pullman,46.7327,-117.1634,United States,33204
Mount Isa,-20.7239,139.49,Australia,33200
Tooele,40.5394,-112.3082,United States,33178
Tak,16.8847,99.1293,Thailand,33146
Lawndale,33.8884,-118.3531,United States,33145
Krong Koh Kong,11.6175,102.9849,Cambodia,33134
Gualeguay,-33.15,-59.34,Argentina,33120
Valparaiso,41.4796,-87.0528,United States,33104
Calhoun,34.4925,-84.9394,United States,33092
Kotovsk,52.5947,41.5044,Russia,33077
Lebanon,36.2038,-86.3467,United States,33068
Tweed Heads,-28.1826,153.5466,Australia,33065
Mushie,-3.0196,16.92,Congo (Kinshasa),33062
Rajbiraj,26.5333,86.7333,Nepal,33061
Gaya,11.8882,3.4467,Niger,33051
Springville,40.1638,-111.6206,United States,33044
Pekin,40.5677,-89.6264,United States,33038
Mason,39.3563,-84.3034,United States,33037
Midvale,40.6148,-111.8928,United States,33035
Goshen,41.5741,-85.8304,United States,33034
Aral,46.8,61.6666,Kazakhstan,33017
Carlsbad,32.4064,-104.2385,United States,33008
North Ridgeville,41.3851,-82.0194,United States,32983
Reggane,26.7,0.1666,Algeria,32974
Alabaster,33.2197,-86.8233,United States,32948
Djenne,13.9,-4.55,Mali,32944
Bur Safaga,26.7337,33.9333,Egypt,32944
Elk Grove Village,42.0061,-87.9929,United States,32931
Kholmsk,47.0473,142.0624,Russia,32911
Cradock,-32.1995,25.61,South Africa,32898
Bangassou,4.7338,22.8166,Central African Republic,32841
Fribourg,46.8,7.15,Switzerland,32827
Sun Prairie,43.1829,-89.2353,United States,32820
Copperas Cove,31.118,-97.9135,United States,32808
Omutninsk,58.6589,52.1592,Russia,32800
Courtenay,49.6833,-125,Canada,32793
Alamogordo,32.8834,-105.9627,United States,32782
Hopkinsville,36.8388,-87.4789,United States,32733
Saint Charles,41.9192,-88.3111,United States,32717
Capitao Poco,-1.7496,-47.09,Brazil,32704
Eastpointe,42.4657,-82.946,United States,32673
Harper,4.3754,-7.717,Liberia,32661
Orangeville,43.9171,-80.0833,Canada,32640
Warsaw,41.2443,-85.8479,United States,32622
Spring Valley,41.115,-74.0486,United States,32603
Queanbeyan,-35.3546,149.2113,Australia,32602
Maues,-3.3896,-57.72,Brazil,32561
Middletown,39.4451,-75.7165,United States,32540
Quiemo,38.1338,85.5333,China,32494
Andover,45.2571,-93.3264,United States,32461
Florence,38.9893,-84.6469,United States,32460
Beyneu,45.1834,55.1,Kazakhstan,32452
Starkville,33.4608,-88.8297,United States,32441
Kudymkar,59.0162,54.633,Russia,32423
Tenosique,17.4804,-91.43,Mexico,32415
La Verne,34.1208,-117.7702,United States,32389
Columbus,33.5086,-88.4134,United States,32386
Ridgecrest,35.631,-117.6619,United States,32377
Melton,-37.6895,144.57,Australia,32368
Bowling Green,41.3772,-83.65,United States,32335
De Aar,-30.65,24,South Africa,32318
Westlake,41.4524,-81.9295,United States,32293
College Park,38.9964,-76.9337,United States,32275
Artvin,41.183,41.818,Turkey,32272
Massillon,40.784,-81.5256,United States,32258
Parras,25.4204,-102.1799,Mexico,32253
Gumushane,40.464,39.484,Turkey,32250
Florida,-34.099,-56.215,Uruguay,32234
Paranaiba,-19.6796,-51.2,Brazil,32217
Kristianstad,56.0337,14.1333,Sweden,32188
Moose Jaw,50.4,-105.55,Canada,32166
Estero,26.4275,-81.7952,United States,32140
Rome,43.2259,-75.491,United States,32128
Bocaiuva,-17.1096,-43.81,Brazil,32114
Guarda,40.541,-7.262,Portugal,32111
Boende,-0.2196,20.86,Congo (Kinshasa),32091
Greenville,33.385,-91.0514,United States,32089
Rumbek,6.8,29.6833,South Sudan,32083
Dzaoudzi,-12.7871,45.275,Mayotte,32057
Koupela,12.177,-0.356,Burkina Faso,32052
El Golea,30.5666,2.8833,Algeria,32049
Sabinas Hidalgo,26.51,-100.18,Mexico,32047
Coos Bay,43.3789,-124.233,United States,32024
Arxan,47.1833,119.9666,China,32023
Chillicothe,39.3393,-82.9937,United States,32004
Rivas,11.4404,-85.82,Nicaragua,31941
Alliance,40.9107,-81.1189,United States,31917
Bethel Park,40.3239,-80.0364,United States,31911
Petatlan,17.5204,-101.27,Mexico,31910
Pativilca,-10.6996,-77.8,Peru,31905
Petersburg,37.2042,-77.3914,United States,31882
Foley,30.3994,-87.6645,United States,31880
Garfield,40.8791,-74.1083,United States,31876
Post Falls,47.7202,-116.9396,United States,31865
Milledgeville,33.0874,-83.2414,United States,31856
North Olmsted,41.415,-81.919,United States,31817
Santa Rita,10.5318,-71.5039,Venezuela,31810
Gimbi,9.167,35.8333,Ethiopia,31809
Sao Luiz Gonzaga,-28.41,-54.96,Brazil,31798
Campo Maior,-4.82,-42.18,Brazil,31739
Oxford,34.3613,-89.5289,United States,31728
Lake Stevens,48.0028,-122.0964,United States,31679
Orangeburg,33.4928,-80.8671,United States,31666
Jacareacanga,-6.2666,-57.65,Brazil,31661
Balyqshy,47.0666,51.8666,Kazakhstan,31624
Villarica,-39.28,-72.23,Chile,31602
Dubbo,-32.26,148.5973,Australia,31574
DeLand,29.0225,-81.2872,United States,31569
Izaz,36.5888,37.0441,Syria,31534
Caboolture,-27.083,152.95,Australia,31513
Laguna Hills,33.592,-117.6992,United States,31509
Barabinsk,55.3573,78.3519,Russia,31508
Parkland,26.319,-80.2489,United States,31507
Matthews,35.1196,-80.7101,United States,31495
Masindi,1.6744,31.715,Uganda,31486
Wooster,40.8166,-81.9337,United States,31483
Mundelein,42.2692,-88.0102,United States,31475
Lismore,-28.8167,153.2931,Australia,31430
Gubakha,58.8691,57.5887,Russia,31424
Dania Beach,26.0594,-80.1641,United States,31422
Plainfield,39.7005,-86.3726,United States,31409
Koneurgench,42.3167,59.1667,Turkmenistan,31400
Naugatuck,41.489,-73.0518,United States,31392
Wheat Ridge,39.7728,-105.103,United States,31372
Cauquenes,-35.96,-72.32,Chile,31362
Sasovo,54.3491,41.9087,Russia,31325
Skelleftea,64.7721,20.95,Sweden,31311
Barra do Bugres,-15.0696,-57.19,Brazil,31311
Neuchatel,46.999,6.923,Switzerland,31270
Buurhakaba,2.7837,44.0833,Somalia,31267
Auburn,42.9338,-76.5684,United States,31263
Marovoay,-16.0995,46.6333,Madagascar,31253
Princeton,40.3563,-74.6694,United States,31249
Kaysville,41.029,-111.9455,United States,31243
Krabi,8.052,98.912,Thailand,31219
Tucano,-10.9696,-38.79,Brazil,31203
Des Moines,47.3914,-122.3154,United States,31172
Kouvola,60.876,26.709,Finland,31133
Tena,-0.9796,-77.81,Ecuador,31126
Pingxiang,22.0974,106.7567,China,31109
Quesada,10.3305,-84.44,Costa Rica,31106
Rio Grande,-53.7914,-67.699,Argentina,31095
Dumfries,55.0671,-3.55,United Kingdom,31044
Lucapa,-8.4196,20.74,Angola,31041
Banning,33.946,-116.8992,United States,31026
Southlake,32.9545,-97.1503,United States,30991
Diffa,13.3171,12.6089,Niger,30988
Redmond,44.2632,-121.1798,United States,30967
Gurnee,42.3707,-87.9391,United States,30957
Algonquin,42.1629,-88.3158,United States,30947
Aiken,33.5303,-81.7271,United States,30937
Mossendjo,-2.9396,12.72,Congo (Brazzaville),30936
Clinton,41.8434,-90.2408,United States,30930
Woodstock,34.1027,-84.5092,United States,30929
Jeremie,18.6339,-74.1184,Haiti,30917
Arendal,58.4648,8.766,Norway,30916
Miami Lakes,25.9125,-80.3214,United States,30873
Brooklyn Center,45.0681,-93.3162,United States,30870
Guasdualito,7.24,-70.74,Venezuela,30860
Clearfield,41.103,-112.0237,United States,30855
Goleta,34.436,-119.8597,United States,30850
Huamachuco,-7.81,-78.0499,Peru,30835
Holladay,40.6599,-111.8226,United States,30831
Karpinsk,59.7602,60.0098,Russia,30807
Savage,44.7545,-93.3632,United States,30807
Peru,41.348,-89.1352,United States,30795
Lawrenceville,33.9524,-83.993,United States,30782
Nogales,31.3624,-110.9336,United States,30771
Santa Paula,34.3521,-119.0698,United States,30770
Saratoga,37.2685,-122.0254,United States,30767
Long Branch,40.2965,-73.9915,United States,30763
Pallisa,1.145,33.7094,Uganda,30745
Mednogorsk,51.4191,57.5787,Russia,30676
Sherwood,34.8509,-92.2029,United States,30657
Palapye,-22.5596,27.13,Botswana,30650
Mercedes,-29.1796,-58.08,Argentina,30649
Ambanja,-13.6829,48.45,Madagascar,30621
Liberty,39.2393,-94.4191,United States,30614
Curanilahue,-37.48,-73.34,Chile,30611
North Tonawanda,43.0457,-78.8659,United States,30607
Banamba,13.5504,-7.45,Mali,30591
Butte,45.902,-112.6571,United States,30584
Los Altos,37.3685,-122.0965,United States,30561
Los Gatos,37.2307,-121.9564,United States,30545
San Pablo,37.9629,-122.3425,United States,30536
Placerville,38.7309,-120.7979,United States,30531
Ticul,20.4004,-89.53,Mexico,30519
Asosa,10.067,34.5333,Ethiopia,30512
Barstow,34.8655,-117.0464,United States,30503
Dund-Us,48.0166,91.6333,Mongolia,30500
Gladstone,-23.8533,151.2467,Australia,30489
Am Timan,11.0333,20.2833,Chad,30443
Huatabampo,26.8304,-109.63,Mexico,30426
Borzya,50.3886,116.5186,Russia,30421
New Iberia,30.0049,-91.8203,United States,30386
Smithfield,35.5139,-78.3496,United States,30375
San Luis,32.4922,-114.7105,United States,30366
Nebbi,2.4758,31.1025,Uganda,30354
Rochester,43.2991,-70.9791,United States,30345
Presidente Dutra,-5.25,-44.52,Brazil,30330
Atascadero,35.4827,-120.6858,United States,30330
Ballwin,38.5949,-90.5501,United States,30313
Telimele,10.905,-13.043,Guinea,30311
Burlingame,37.586,-122.367,United States,30301
East Liverpool,40.6333,-80.5677,United States,30292
Texarkana,33.4365,-93.9961,United States,30283
Ometepec,16.6801,-98.42,Mexico,30271
North Royalton,41.3138,-81.7451,United States,30247
Grajau,-5.81,-46.15,Brazil,30217
Kerrville,30.0398,-99.1317,United States,30210
Winter Park,28.5986,-81.3436,United States,30208
Winona,44.051,-91.6691,United States,30208
Westfield,40.6517,-74.3434,United States,30206
Milton,41.0089,-76.8506,United States,30198
Kibiti,-7.7296,38.95,Tanzania,30163
Novo Horizonte,-21.4596,-49.22,Brazil,30158
Moanda,-1.5655,13.2,Gabon,30151
Ypacarai,-25.41,-57.28,Paraguay,30150
Kombissiri,12.064,-1.334,Burkina Faso,30137
Svetogorsk,61.1013,28.9177,Russia,30115
Madison Heights,42.5073,-83.1034,United States,30088
Athens,39.3269,-82.0988,United States,30077
Kent,41.1491,-81.361,United States,30071
Morgan City,29.7041,-91.1919,United States,30061
Wuyuan,41.0896,108.2722,China,30057
Nicholasville,37.8914,-84.5665,United States,30052
Villa Angela,-27.5833,-60.7167,Argentina,30051
Walnut,34.0334,-117.8593,United States,30047
Garden City,37.9765,-100.8579,United States,30040
Chicago Heights,41.5101,-87.6347,United States,30026
Kuta,-8.7151,115.1841,Indonesia,30012
Bourem,16.9004,-0.35,Mali,30000
Casma,-9.44,-78.21,Peru,30000
Khorugh,37.4875,71.5476,Tajikistan,30000
Mavinga,-15.7895,20.36,Angola,30000
Savanna-la-Mar,18.164,-77.948,Jamaica,30000
North Chicago,42.3172,-87.8596,United States,29951
Warrnambool,-38.38,142.47,Australia,29928
Castro,-42.4808,-73.7623,Chile,29926
Sunbury,-37.5696,144.71,Australia,29925
Opelika,32.6621,-85.3773,United States,29869
Kabalo,-6.0496,26.91,Congo (Kinshasa),29833
Shieli,44.167,66.75,Kazakhstan,29832
Iturama,-19.73,-50.2,Brazil,29805
Somerset,37.0815,-84.6089,United States,29799
Gloucester,42.626,-70.6896,United States,29798
San Carlos,37.4982,-122.268,United States,29797
Mandali,33.7436,45.5464,Iraq,29785
Harker Heights,31.0578,-97.6443,United States,29757
Savetskaya Gavan,48.9699,140.2749,Russia,29740
Rexburg,43.8221,-111.7926,United States,29738
Bafata,12.167,-14.666,Guinea-Bissau,29704
East Palo Alto,37.4671,-122.1347,United States,29684
Lumberton,34.6309,-79.0181,United States,29681
Stoeng Treng,13.523,105.974,Cambodia,29665
Oak Park,42.465,-83.1823,United States,29645
Highland Park,42.1825,-87.8105,United States,29641
Niles,42.0278,-87.8099,United States,29617
Jaguarao,-32.56,-53.37,Brazil,29613
Kirovsk,67.6091,33.6687,Russia,29605
Doba,8.6504,16.85,Chad,29597
San Marino,43.9172,12.4667,San Marino,29579
South Lake Tahoe,38.9393,-119.9828,United States,29535
Port Chester,41.0052,-73.668,United States,29524
Jinotepe,11.846,-86.195,Nicaragua,29507
Suisun,38.2471,-122.0086,United States,29505
Swakopmund,-22.6689,14.535,Namibia,29491
Hamar,60.82,11.069,Norway,29479
Rahway,40.6078,-74.2808,United States,29451
Santarem,39.231,-8.682,Portugal,29385
Pontes e Lacerda,-15.2196,-59.35,Brazil,29381
Geneva,42.8644,-76.9827,United States,29371
Ukiah,39.1461,-123.2101,United States,29352
Oak Ridge,35.9639,-84.2938,United States,29350
Sosnogorsk,63.5948,53.8943,Russia,29343
Almenara,-16.17,-40.7,Brazil,29333
Duluth,34.0054,-84.1493,United States,29331
Mitilini,39.1104,26.5546,Greece,29328
Chalatenango,14.072,-89.094,El Salvador,29271
Atwater,37.3543,-120.5981,United States,29270
Big Spring,32.2387,-101.4802,United States,29267
Raytown,38.9944,-94.4641,United States,29261
Bac Kan,22.1333,105.8333,Vietnam,29227
Cottica,3.85,-54.2333,Suriname,29210
Eagle Mountain,40.3137,-112.0114,United States,29202
Taua,-5.9995,-40.31,Brazil,29188
Svendborg,55.0704,10.6167,Denmark,29180
Crown Point,41.414,-87.3455,United States,29176
San Fernando,24.8504,-98.16,Mexico,29171
Sanford,43.4244,-70.7573,United States,29139
Plattsburgh,44.6951,-73.4563,United States,29130
Burlington,40.8072,-91.1249,United States,29124
Tame,6.4603,-71.74,Colombia,29099
Southgate,42.2047,-83.2058,United States,29085
Tunceli,39.1167,39.5333,Turkey,29062
Shamokin,40.7883,-76.555,United States,29054
Nouna,12.729,-3.86,Burkina Faso,29048
Boaco,12.47,-85.66,Nicaragua,29046
O'Fallon,38.597,-89.9154,United States,29031
Tocache,-8.1796,-76.52,Peru,29029
Bria,6.5333,21.9833,Central African Republic,29027
Greer,34.9352,-82.2336,United States,29000
Tripoli,37.5091,22.3794,Greece,28970
Athens,34.7846,-86.9516,United States,28938
Granite City,38.7296,-90.1263,United States,28908
Burbank,41.7444,-87.7686,United States,28886
Fitchburg,42.9859,-89.4255,United States,28875
SeaTac,47.4444,-122.2985,United States,28873
Aberdeen,46.9768,-123.8083,United States,28863
Henderson,37.8402,-87.5786,United States,28841
Lake in the Hills,42.1913,-88.3478,United States,28830
Indiana,40.622,-79.1552,United States,28820
Tarawa,1.3382,173.0176,Kiribati,28802
Garner,35.6949,-78.6212,United States,28776
American Fork,40.3815,-111.7935,United States,28770
Penonome,8.51,-80.36,Panama,28766
Tupiza,-21.4396,-65.72,Bolivia,28766
Fountain,38.6863,-104.6744,United States,28753
Hermiston,45.8329,-119.2859,United States,28704
Maryville,35.7469,-83.9788,United States,28703
Schererville,41.487,-87.4444,United States,28701
Stockbridge,33.5265,-84.2293,United States,28677
Burton,42.9974,-83.6175,United States,28648
